Telefone,Cidade,Bairro,Nome,Website,E-mail,E-mail2
+55 16 99445-4423,Ribeirão Preto,Jardim Paulista,Barbearia Tradição,,,
+55 16 99444-1708,Ribeirão Preto,Jardim Paulista,Barberia Paulista Ribeirão Preto,https://www.instagram.com/barbeariapaulista.rp/,,
+55 16 99737-2807,Ribeirão Preto,Jardim Paulista,Wilker Barbearia - Unidade 1,,,
+55 16 99240-5983,Ribeirão Preto,Jardim Paulista,Barbearia Castelo RP 2,https://api.whatsapp.com/send?phone=5516992405983&text=Ol%C3%A1%2C%20gostaria%20de%20agendar%20um%20hor%C3%A1rio!,,
+55 16 98814-0185,Ribeirão Preto,Jardim Paulista,Invictus Vintage Club,,,
+55 16 98136-3088,Ribeirão Preto,Jardim Paulista,RC Barbearia,https://instagram.com/rcbarbearia_22?igshid=YmMyMTA2M2Y=,,
+55 16 99711-9870,Ribeirão Preto,Jardim Paulista,GF Barbearia,,,
+55 16 98816-9576,Ribeirão Preto,Jardim Paulista,JOCA ROCK BARBER SHOP,https://www.facebook.com/jorgealberto.motamartinsdealmeida,,
+55 16 3624-8837,Ribeirão Preto,Jardim Paulista,Pedro Leite Barbearia,,,
+55 16 99102-3412,Ribeirão Preto,Jardim Paulista,Barbearia velho barao,,,
+55 16 99395-5402,Ribeirão Preto,Jardim Paulista,Barbearia Fio Navalha RP,https://www.instagram.com/rpfionavalha?igsh=ZWR2ajUyYW5vNDhj&utm_source=qr,,
+55 16 98180-2820,Ribeirão Preto,Jardim Paulista,TZ barbearia,,,
+55 16 99416-1187,Ribeirão Preto,Vila Tibério,S.o.s Barber,,,
+55 16 97400-6044,Ribeirão Preto,Vila Tibério,Os Magnatas Barbearia.,,,
+55 16 99356-0345,Ribeirão Preto,Vila Tibério,Barbearia Bigodini,http://facebook.com/barbeariabigodini,,
+55 16 99364-7850,Ribeirão Preto,Vila Tibério,Barbearia Oliveira,,,
+55 16 99122-1579,Ribeirão Preto,Vila Tibério,Pallandri Barber,https://www.instagram.com/pallandribarber/,,
undefined,Ribeirão Preto,Vila Tibério,-MELO BARBEARIA,,,
+55 11 96331-9216,Ribeirão Preto,Vila Tibério,Lw barbearia,https://www.instagram.com/lw_barbearia_/,,
+55 16 99118-3443,Ribeirão Preto,Vila Tibério,All Black Barbearia,,,
+55 16 4141-0874,Ribeirão Preto,Vila Tibério,Cabeleireiro Carlos Cesar G Silva,,,
+55 16 98804-0710,Ribeirão Preto,Vila Tibério,Rogerio Barbearia,,,
+55 16 98116-3069,Ribeirão Preto,Vila Tibério,Barbearia stilus,,,
+55 16 99432-7154,Ribeirão Preto,Vila Tibério,WF Barbearia,,,
+55 16 99423-4812,Ribeirão Preto,Campos Elíseos,Barbearia Sr. José,,,
+55 16 99291-8674,Ribeirão Preto,Campos Elíseos,Barbearia Felipe Rodrigues,https://instagram.com/barbeariafeliperodrigues?igshid=YmMyMTA2M2Y=,,
+55 16 99212-3299,Ribeirão Preto,Campos Elíseos,Barbearia Machado's,,,
+55 16 98865-5661,Ribeirão Preto,Campos Elíseos,💈WHS BARBEARIA💈,,,
+55 16 99414-8454,Ribeirão Preto,Campos Elíseos,Barbearia do Barba,,,
+55 11 95452-3902,Ribeirão Preto,Campos Elíseos,Gui do Corte I Barbearia - Ribeirão Preto/SP,https://www.instagram.com/guidocorterp?igsh=NDhlb2JlemQ3cjB0&utm_source=qr,,
+55 16 98112-3186,Ribeirão Preto,Campos Elíseos,Du Franciscon Barbearia,,,
+55 16 99175-8868,Ribeirão Preto,Campos Elíseos,Barbearia Colaço,,,
+55 16 99208-0211,Ribeirão Preto,Campos Elíseos,Dias Barber,,,
+55 16 99164-5070,Ribeirão Preto,Campos Elíseos,LCBarber Store,,,
+55 16 98211-2091,Ribeirão Preto,Campos Elíseos,Barbearia Marcos Oliveira,,,
+55 16 99314-1151,Ribeirão Preto,Campos Elíseos,Lemes BarberShop | PRÓTESE CAPILAR,https://instagram.com/lemesbarbershop?igshid=YmMyMTA2M2Y=,,
+55 16 99252-9119,Ribeirão Preto,Campos Elíseos,Barbearia SR. Bigode,,,
+55 16 98144-0852,Ribeirão Preto,Higienópolis,Barbearia Blessed,https://www.instagram.com/carlosh_pontes?igsh=MTk2eWI1a3A3NGMycw%3D%3D&utm_source=qr,,
+55 16 97400-6044,Ribeirão Preto,Higienópolis,Os Magnatas Barbearia.,,,
+55 16 99252-9119,Ribeirão Preto,Higienópolis,Barbearia SR. Bigode,,,
+55 16 99341-6401,Ribeirão Preto,Higienópolis,Barbearia Don Johnny - Corte Cabelo - Barba - Barboterapia - Tingimento,https://www.instagram.com/barbeariadonjohnny/?next=/p/CqxvCSgLPRf/,,
+55 16 98242-0228,Ribeirão Preto,Higienópolis,Barbearia Jardins,,,
+55 16 98801-2203,Ribeirão Preto,Higienópolis,Barbearia Don Leonard,https://instagram.com/barbeariadonleonard?igshid=6pf86sareytc,,
+55 16 98805-7183,Ribeirão Preto,Higienópolis,Mateus Reis NOSSA BARBEARIA,,,
+55 16 3624-8837,Ribeirão Preto,Higienópolis,Pedro Leite Barbearia,,,
+55 16 99444-1708,Ribeirão Preto,Higienópolis,Barberia Paulista Ribeirão Preto,https://www.instagram.com/barbeariapaulista.rp/,,
+55 16 99294-2809,Ribeirão Preto,Higienópolis,Barbearia Los Gringos - Un. Jardim Paulista | Ribeirão Preto,,,
+55 16 3442-3474,Ribeirão Preto,Higienópolis,Austin Barbearia,https://www.instagram.com/austinbarbearia/,,
+55 16 99626-5959,Ribeirão Preto,Higienópolis,James barbearia,,,
+55 16 99309-5335,Ribeirão Preto,Jardim Presidente Dutra,Iago barbearia 016,,,
+55 16 98805-7183,Ribeirão Preto,Jardim Presidente Dutra,Mateus Reis NOSSA BARBEARIA,,,
+55 16 98187-8233,Ribeirão Preto,Jardim Presidente Dutra,Seu Chrystovam Barbearia,,,
+55 16 99416-1187,Ribeirão Preto,Jardim Presidente Dutra,S.o.s Barber,,,
+55 16 99356-0345,Ribeirão Preto,Jardim Presidente Dutra,Barbearia Bigodini,http://facebook.com/barbeariabigodini,,
+55 16 99139-4793,Ribeirão Preto,Jardim Presidente Dutra,Prates barbearia,,,
+55 16 99117-3901,Ribeirão Preto,Jardim Presidente Dutra,Barbearia Teodoro,,,
+55 16 99428-5141,Ribeirão Preto,Jardim Presidente Dutra,K1 Barber,,,
+55 16 3442-3474,Ribeirão Preto,Jardim Presidente Dutra,Austin Barbearia,https://www.instagram.com/austinbarbearia/,,
+55 16 99134-0170,Ribeirão Preto,Jardim Presidente Dutra,Thiago Tavares Barbeiro,,,
+55 16 97400-6044,Ribeirão Preto,Jardim Presidente Dutra,Os Magnatas Barbearia.,,,
+55 16 3624-8837,Ribeirão Preto,Jardim Presidente Dutra,Pedro Leite Barbearia,,,
+55 13 98168-0036,Santos,Centro Histórico,barbershopdojorge,,,
+55 13 99658-6175,Santos,Centro Histórico,Barbearia Modelo,https://www.instagram.com/barbeariamodelo1937?igsh=MWV5cjE3cHN5dnFmeQ==,,
+55 13 97820-9977,Santos,Centro Histórico,Barbearia Rodrigues Gonzaga,,,
+55 13 99719-4622,Santos,Centro Histórico,Sonora Barbearia - Barbearia em Santos,,,
+55 15 99662-7537,Santos,Centro Histórico,Kn Barbershop,https://www.instagram.com/knbarbershop/,,
+55 13 3394-7883,Santos,Centro Histórico,Barbearia 13 de Julho,https://www.facebook.com/BTrezeJ/,,
+55 13 98855-1040,Santos,Centro Histórico,Barbearia Rodrigues José Menino,,,
+55 13 99777-6196,Santos,Centro Histórico,Atual cabeleireiros Ltda me,,,
+55 13 97404-0190,Santos,Centro Histórico,Na Barbearia,https://www.instagram.com/nabarbeariaa/,,
+55 13 98838-8657,Santos,Centro Histórico,Leal Barber Shop,https://www.instagram.com/leal_barbershop/,,
+55 13 99129-4259,Santos,Centro Histórico,Burgo Barbearia,,,
+55 13 98121-5773,Santos,Centro Histórico,Barbearia Thagner Ramos - Canal 3,,,
+55 13 3028-8513,Santos,Centro Histórico,JP Cortes.,,,
+55 13 98213-5200,Santos,Zona Noroeste,Barbearia Fúria ZN,,,
+55 13 98878-8040,Santos,Zona Noroeste,Barbearia Pompéia013,https://instagram.com/barbeariapompeia013?igshid=MzRlODBiNWFlZA==,,
+55 13 97820-9977,Santos,Zona Noroeste,Barbearia Rodrigues Gonzaga,,,
+55 13 97404-0190,Santos,Zona Noroeste,Na Barbearia,https://www.instagram.com/nabarbeariaa/,,
+55 13 99129-4259,Santos,Zona Noroeste,Burgo Barbearia,,,
+55 13 99105-7878,Santos,Zona Noroeste,Barbearia André Lopes Hair Designer,https://api.whatsapp.com/send?phone=5513991057878,,
+55 13 3394-7883,Santos,Zona Noroeste,Barbearia 13 de Julho,https://www.facebook.com/BTrezeJ/,,
+55 13 99724-5100,Santos,Zona Noroeste,Brother’s barbershop By Sorali,,,
+55 13 3288-2040,Santos,Zona Noroeste,C2 Barber Shop - Barbearia Santos Gonzaga - Barbeiro - Corte de Cabelo,https://instagram.com/c2barbershop?igshid=7hb6d18j5vrn,,
+55 13 99719-4622,Santos,Zona Noroeste,Sonora Barbearia - Barbearia em Santos,,,
+55 13 99777-0172,Santos,Zona Noroeste,Minimal Barber House,https://www.instagram.com/minimalbarberhouse/,,
+55 13 97415-8512,Santos,Ponta da Praia,Barbearia Ponta da Praia,,,
+55 13 3231-8107,Santos,Ponta da Praia,Natural Cort Barbearia,,,
+55 13 3021-7094,Santos,Ponta da Praia,Sgarzi e Spazzio Cabeleireiro e Barber Shop,,,
+55 13 98177-2613,Santos,Ponta da Praia,Black 13 Barbearia,https://wa.me/message/J4XGISWCTHH5J1,,
+55 13 99673-6248,Santos,Ponta da Praia,Studio JF Hair & Barber,https://www.instagram.com/studiojfhairebarber/,,
+55 13 3394-7080,Santos,Ponta da Praia,Natural Cort II Cabeleireiros & BarberShop (Barbearia),,,
+55 13 99742-6191,Santos,Ponta da Praia,Barbearia Nova Guarda,,,
+55 13 98825-6600,Santos,Ponta da Praia,Lobão Barbearia,https://www.instagram.com/barbearia.lobao?igsh=MWs3cTA3dzhmbXM5cQ==&utm_source=qr,,
+55 13 99144-6134,Santos,Ponta da Praia,Barbershop Mikael Barber,,,
+55 13 99169-9997,Santos,Ponta da Praia,Barbearia Gustavo Cortes,,,
+55 13 99129-4259,Santos,Ponta da Praia,Burgo Barbearia,,,
+55 13 98178-1725,Santos,Ponta da Praia,Barbearia Saci Cortes,,,
undefined,Santos,Ponta da Praia,Barbearia Do Quartel,,,
+55 13 3271-2067,Santos,Ponta da Praia,Studio R Cabeleireiros Unissex,,,
+55 13 99207-5929,Santos,Ponta da Praia,Nene Cortes,http://www.facebook.com/nenecortesdesde2002,,
+55 13 97820-9977,Santos,Gonzaga,Barbearia Rodrigues Gonzaga,,,
+55 13 99148-2478,Santos,Gonzaga,Barber Shop Jeziel Oliveira,,,
+55 13 99148-2478,Santos,Gonzaga,BARBERSHOP JEZIEL OLIVEIRA SHOPPING PATIO IPORANGA,,,
+55 13 99719-4622,Santos,Gonzaga,Sonora Barbearia - Barbearia em Santos,,,
+55 13 99164-4255,Santos,Gonzaga,Barbearia Wolf Barbershop 013-Ana Costa,http://bit.ly/agendamentoswolfbarbershop,,
+55 13 98121-5773,Santos,Gonzaga,Barbearia Thagner Ramos - Canal 3,,,
+55 13 3288-2040,Santos,Gonzaga,C2 Barber Shop - Barbearia Santos Gonzaga - Barbeiro - Corte de Cabelo,https://instagram.com/c2barbershop?igshid=7hb6d18j5vrn,,
+55 13 99190-0307,Santos,Gonzaga,The Barber,https://wa.me/5513991900307,,
+55 13 99210-9242,Santos,Gonzaga,Cardoso Cortes Modernos e Tradicionais,,,
+55 13 99128-5882,Santos,Gonzaga,Maklaus Barbeiro,,,
+55 13 3307-8200,Santos,Gonzaga,Conceito Man Barbearia,,,
+55 13 3286-3815,Santos,Gonzaga,Sarah Studio de Beleza - Barber,,,
+55 13 3327-0653,Santos,Gonzaga,Náutica Tattoo - Unidade Gonzaga,,,
+55 13 3286-5008,Santos,Gonzaga,Big Boy Cabeleireiro,https://instagram.com/bigboycabeleireiros?igshid=YTQwZjQ0NmI0OA%3D%3D&utm_source=qr,,
+55 33444856,Santos,Boqueirão,Barbearia Castro,https://www.facebook.com/Barbearia-Castro-1639736406280248/,,
+55 41 99585-5228,Santos,Boqueirão,Silvio's Barbearia,http://facebook.com/silviosbarbearia,,
+55 41 99898-1134,Santos,Boqueirão,El Patron Barber Shop,https://www.facebook.com/elpatronbarbershop2017/,,
+55 41 99732-9157,Santos,Boqueirão,Gonna Fly Barber House,https://www.facebook.com/gonnaflybarberhouse/,,
+55 41 99902-8025,Santos,Boqueirão,Barbearia Cagliari,,,
+55 41 99930-2253,Santos,Boqueirão,Barbearia Moruk,,,
+55 41 3030-3002,Santos,Boqueirão,Barbearia J.Neves Barber Bier,,,
+55 41 3010-0248,Santos,Boqueirão,Box Barbearia Curitiba,https://instagram.com/boxbarbearia?utm_medium=copy_link,,
+55 41 99625-5658,Santos,Boqueirão,Barbearia Lucão,,,
+55 11 97225-2507,Jundiaí,Centro,DK Barbershop Jundiai,,,
+55 11 4587-7768,Jundiaí,Centro,Smonkey House Barber Shop & Tattoo - Unidade 1,,,
+55 11 92040-1528,Jundiaí,Centro,Barbearia Barão Jundiai,,,
+55 11 99653-9559,Jundiaí,Centro,Alves Barbershop,https://instagram.com/alvessbarbershop?igshid=MzRlODBiNWFlZA==,,
+55 11 93027-8918,Jundiaí,Centro,Barbearia Bronx's,https://www.instagram.com/barbeariabronxs/,,
+55 11 99851-8664,Jundiaí,Centro,Barbearia Castellano,,,
+55 11 96845-7012,Jundiaí,Centro,BarberagemTotal,,,
+55 11 99529-3118,Jundiaí,Centro,Don Cabeça Barbearia,,,
+55 11 91624-6412,Jundiaí,Centro,Richard Teex Cursos Para Barbeiros,,,
+55 11 98558-3703,Jundiaí,Centro,Barbearia Gustta Cortes,https://bit.ly/2WGY7vH,,
+55 11 3964-6080,Jundiaí,Centro,Barbearia do Vavá,,,
+55 11 2449-3023,Jundiaí,Centro,O Conde Barbearia,,,
+55 11 97450-4243,Jundiaí,Centro,💈Wilker Barbeiro,,,
+55 11 99653-9559,Jundiaí,Anhangabaú,Alves Barbershop,https://instagram.com/alvessbarbershop?igshid=MzRlODBiNWFlZA==,,
+55 11 99529-3118,Jundiaí,Anhangabaú,Don Cabeça Barbearia,,,
+55 11 99851-8664,Jundiaí,Anhangabaú,Barbearia Castellano,,,
+55 11 97225-2507,Jundiaí,Anhangabaú,DK Barbershop Jundiai,,,
+55 11 95021-0145,Jundiaí,Anhangabaú,A Fabrica barbearia,https://www.facebook.com/afabricabarbearia/,,
+55 11 98186-9528,Jundiaí,Anhangabaú,Barbearia Frioli Hair,,,
+55 11 4587-7768,Jundiaí,Anhangabaú,Smonkey House Barber Shop & Tattoo - Unidade 1,,,
+55 11 92040-1528,Jundiaí,Anhangabaú,Barbearia Barão Jundiai,,,
+55 11 94331-2577,Jundiaí,Anhangabaú,Honório - Barbearia Jundiaí,,,
+55 11 99768-5675,Jundiaí,Vila Rio Branco,Spuman Barbearia,,,
+55 11 95021-0145,Jundiaí,Vila Rio Branco,A Fabrica barbearia,https://www.facebook.com/afabricabarbearia/,,
+55 45216087,Jundiaí,Vila Rio Branco,Joca Cabeleireiro,,,
+55 11 98366-1960,Jundiaí,Vila Rio Branco,Ateliê da Barba,,,
+55 11 4587-7768,Jundiaí,Vila Rio Branco,Smonkey House Barber Shop & Tattoo - Unidade 1,,,
+55 11 98186-9528,Jundiaí,Vila Rio Branco,Barbearia Frioli Hair,,,
+55 11 99653-9559,Jundiaí,Vila Rio Branco,Alves Barbershop,https://instagram.com/alvessbarbershop?igshid=MzRlODBiNWFlZA==,,
+55 11 95039-5253,Jundiaí,Vila Rio Branco,Barbearia rair,,,
undefined,Jundiaí,Vila Rio Branco,Barbearia Maldonado,,,
+55 11 94142-7559,Jundiaí,Vila Rio Branco,Coronel bigode oficial,https://www.facebook.com/seumoises.obarbeiro,,
+55 11 97433-0255,Jundiaí,Jardim do Lago,Barbearia Mãos De Tesoura,,,
+55 11 97125-4808,Jundiaí,Jardim do Lago,Ti.REX BARBEARIA,,,
+55 11 95969-0484,Jundiaí,Jardim do Lago,Barbearia do Juninho,https://www.facebook.com/barbeariadojuninh0/,,
+55 11 97175-7578,Jundiaí,Jardim do Lago,Pena’s Barbershop,,,
+55 11 94298-8247,Jundiaí,Jardim do Lago,Barbearia Guedes,,,
+55 11 99655-3012,Jundiaí,Jardim do Lago,Barbearia Styllus,,,
undefined,Jundiaí,Jardim do Lago,Erick Souza Hair Designer,http://instagram.com/ericksouza_hairdesigner,,
+55 11 97327-2689,Jundiaí,Jardim do Lago,Barbearia da Vila LF,,,
+55 11 97176-3947,Jundiaí,Jardim do Lago,Barbearia Ricardinho,https://www.instagram.com/ricardinhothebarber/,,
+55 11 4807-1074,Jundiaí,Jardim do Lago,Felipe Barbearia The Monkey,,,
+55 11 98184-3747,Jundiaí,Jardim do Lago,Spadone Barbearia,https://instagram.com/spadonebarbearia,,
+55 11 94142-7559,Jundiaí,Jardim do Lago,Coronel bigode oficial,https://www.facebook.com/seumoises.obarbeiro,,
+55 11 99690-5259,Jundiaí,Jardim do Lago,Edjael Silva,,,
+55 11 97519-1029,Jundiaí,Jardim do Lago,La Bella Madame - Cabelo & Estética,,,
+55 11 97605-9355,Jundiaí,Jardim do Lago,Reezendes black,,,
+55 11 97172-3659,Jundiaí,Jardim Santa Gertrudes,Barbearia Navalheiros,,,
+55 11 94441-4323,Jundiaí,Jardim Santa Gertrudes,Barbearia Marques Jundiaí,,,
+55 11 97531-3273,Jundiaí,Jardim Santa Gertrudes,Caio barbeiro e cia,,,
+55 11 99001-1991,Jundiaí,Jardim Santa Gertrudes,Chrystian Barber,https://wa.me/5518996534920?text=Agende%20seu%20hor%C3%A1rio,,
+55 11 98594-5211,Jundiaí,Jardim Santa Gertrudes,Barbearia Caldeira,,,
+55 11 97158-3353,Jundiaí,Jardim Santa Gertrudes,Barbeirinho Lemuel,,,
+55 19 99809-6617,Jundiaí,Jardim Santa Gertrudes,Barbearia Donola Cortes,,,
+55 11 96498-8951,Jundiaí,Jardim Santa Gertrudes,Zézinho Cabeleireiro & Barber Shop,,,
undefined,Jundiaí,Jardim Santa Gertrudes,BARBEARIA,,,
undefined,Jundiaí,Jardim Santa Gertrudes,Jardim Santa Gertrudes,,,
undefined,Jundiaí,Jardim Santa Gertrudes,Barbearia Juba de Leão,,,
+55 11 95316-6113,Jundiaí,Jardim Santa Gertrudes,Studio de Beleza Carolina Ramiro,,,
+55 11 99591-8978,Jundiaí,Jardim Santa Gertrudes,Espaço Mulher Cabeleireiros,,,
+55 11 4537-1474,Jundiaí,Jardim Santa Gertrudes,Versátil,,,
+55 11 97271-7792,Jundiaí,Jardim Santa Gertrudes,Barbearia Viena,,,
+55 31 98267-0444,Contagem,Eldorado,Bentos Barbearia,https://wa.me/553196248900,,
+55 31 99468-6862,Contagem,Eldorado,Barbearia M12,https://instagram.com/barbeariam12?igshid=MmIzYWVlNDQ5Yg==,,
+55 31 2565-8360,Contagem,Eldorado,Raylander Santos Barbearia Eldorado,,,
+55 31 98719-6814,Contagem,Eldorado,BARBEARIA 1895 (ELDORADO),,,
+55 31 97362-0105,Contagem,Eldorado,Renato Barber,https://www.instagram.com/reel/CXwgXu_AMv-/?igshid=YmMyMTA2M2Y=,,
+55 31 3665-3998,Contagem,Eldorado,Dom Marcos Barbearia,https://instagram.com/dom_marcosbarbearia?igshid=ZDdkNTZiNTM=,,
+55 31 99157-7737,Contagem,Eldorado,Barbearia Gran Finalle,https://instagram.com/barbeariagranfinalle,,
+55 31 3391-7138,Contagem,Eldorado,Barbearia Ferreira II,,,
+55 31 99492-1738,Contagem,Eldorado,Dom Alves Barber,,,
+55 31 97150-3666,Contagem,Eldorado,Wesley Costa Barbearia,,,
+55 31 99310-7910,Contagem,Eldorado,Barbearia Santos,,,
+55 31 99141-8895,Contagem,Eldorado,Barbearia JP,,,
+55 31 99317-2180,Contagem,Eldorado,Barbearia Santana,http://bit.ly/leandrocuts,,
+55 31 99208-7533,Contagem,Eldorado,Barbearia Edson & yeye,,,
+55 31 97595-6207,Contagem,Eldorado,Barbearia Mkoriginall,https://instagram.com/barbearia_do_mk_exclusive?igshid=YmMyMTA2M2Y=,,
+55 31 98326-0601,Contagem,Eldorado,Barbearia Hiper Visual,https://www.facebook.com/hipervisual.danielplinio,,
+55 31 99351-2816,Contagem,Eldorado,Evo Barbiere,,,
+55 31 98605-0916,Contagem,Nacional,Dion Barbearia - Nacional Contagem,https://www.instagram.com/dion__barbearia?igsh=MTZvMDlydG5ldTNqaA==,,
+55 31 3354-1524,Contagem,Nacional,Barbearia Fino Trato,,,
+55 31 98975-1795,Contagem,Nacional,Barbearia D.K,https://instagram.com/barbearia_d.k?igshid=v6qg1a8o89k3,,
+55 31 98568-4252,Contagem,Nacional,EL SHADAY BARBEARIA,,,
+55 31 98635-2199,Contagem,Nacional,Ateliê de beleza e barbearia Lobo's,,,
undefined,Contagem,Nacional,Barbearia Pichiteli,https://instagram.com/barbeariapichitele_?igshid=MzRlODBiNWFlZA==,,
+55 31 3394-5637,Contagem,Nacional,Salão do Zezim - Salão de Beleza Unissex e Barbearia,http://bit.ly/WhatsappSalaoDoZezim,,
+55 31 98912-1215,Contagem,Nacional,BARBEARIA LAIA,,,
+55 31 97317-0563,Contagem,Nacional,WM Barber Grifes,https://www.instagram.com/wmbarbergrifes/,,
+55 31 2565-7335,Contagem,Nacional,Barbearia,,,
+55 31 99361-8478,Contagem,Nacional,BARBEARIA NOVA IMAGEM,,,
+55 31 98026-5107,Contagem,Nacional,Martins barber,,,
undefined,Contagem,Nacional,Barbearia Thalison Rafael,,,
undefined,Contagem,Nacional,Barbearia dú Ruivo,https://www.instagram.com/barbeariatheruivoofc/profilecard/?igsh=MnMzeDd1dWkzeHFw,,
+55 31 99441-1559,Contagem,Industrial,Barbearia Pinas Contagem,,,
+55 31 2565-6065,Contagem,Industrial,Barbearia J.nazaré,https://www.instagram.com/jnazarebarbearia/,,
+55 31 98454-0032,Contagem,Industrial,Barbearia Freitas,https://www.instagram.com/barbearia_freitas_barbearia,,
+55 31 97336-6715,Contagem,Industrial,Barbearia Baruque,,,
+55 994010253,Contagem,Industrial,Barbearia Pontual,,,
+55 31 99353-0192,Contagem,Industrial,GS BARBEARIA,,,
+55 31 99363-9871,Contagem,Industrial,Barbearia Aguilar,,,
+55 31 99248-7549,Contagem,Industrial,Barbearia Imporium,,,
+55 31 98415-2405,Contagem,Industrial,Barbearia do Vanderlei,,,
+55 31 99220-6381,Contagem,Industrial,Nesio Barber,https://www.instagram.com/nesiobarber/,,
+55 31 99850-4503,Contagem,Industrial,Barbearia martins,https://instagram.com/barbeariamartiis?utm_medium=copy_link,,
+55 31 99865-2809,Contagem,Industrial,Barbearia Novo Stilo,,,
+55 31 98438-2011,Contagem,Industrial,Barbearia jeferson Andrade,,,
+55 31 4112-3577,Contagem,Amazonas,Douglas Santos Barbearia,,,
+55 31 99181-4621,Contagem,Amazonas,Barbearia Cedro,,,
+55 31 99452-7147,Contagem,Amazonas,Barbearia bross,http://www.instagram.com/barbeariabross,,
+55 31 99291-0078,Contagem,Amazonas,Allan barbearia,,,
+55 31 97246-7162,Contagem,Amazonas,Barbearia TD,,,
+55 31 99441-1559,Contagem,Amazonas,Barbearia Pinas Contagem,,,
+55 31 99297-3148,Contagem,Amazonas,Barbearia Bonaldi - Contagem,https://www.instagram.com/barbeariabonaldi?igsh=NHE2b3Y2aTU3aXE0,,
+55 31 99157-6241,Contagem,Amazonas,BARBEARIA ARTHUR 2007,,,
+55 31 98405-5097,Contagem,Amazonas,Gw barber,,,
+55 31 99868-6999,Contagem,Amazonas,Barbearia,,,
+55 31 3565-4495,Contagem,Amazonas,Barberini barbearia,,,
+55 31 98454-0032,Contagem,Amazonas,Barbearia Freitas,https://www.instagram.com/barbearia_freitas_barbearia,,
+55 31 97362-0105,Contagem,Novo Eldorado,Renato Barber,https://www.instagram.com/reel/CXwgXu_AMv-/?igshid=YmMyMTA2M2Y=,,
+55 31 97507-6731,Contagem,Novo Eldorado,Victor Batista Barbearia,http://bit.ly/VictorBatistaBarbearia,,
+55 31 99317-2180,Contagem,Novo Eldorado,Barbearia Santana,http://bit.ly/leandrocuts,,
+55 31 99296-4318,Contagem,Novo Eldorado,Barbearia Iretama,https://wa.me/5531992964318?text=Ol%C3%A1aa%2C+Barbearia+Iretama+agradece+seu+contato.+Como+posso+te+ajudar%3F,,
+55 31 98727-3582,Contagem,Novo Eldorado,Barbearia Rômulo,,,
+55 31 99208-7533,Contagem,Novo Eldorado,Barbearia Edson & yeye,,,
+55 31 98740-1066,Contagem,Novo Eldorado,Barbearia do Naldo,,,
+55 31 98845-5423,Contagem,Novo Eldorado,Barbearia Ribeiro,,,
+55 31 99238-1953,Contagem,Novo Eldorado,Neydesignerbarber,,,
+55 31 97311-3022,Contagem,Novo Eldorado,Barbearia Trato Feito,,,
undefined,Contagem,Novo Eldorado,Salão Mw,,,
+55 31 97150-3666,Contagem,Novo Eldorado,Wesley Costa Barbearia,,,
+55 31 99666-4460,Contagem,Novo Eldorado,Barbearia do Babão,,,
+55 31 99427-1626,Contagem,Novo Eldorado,Pretex Barbearia,,,
+55 31 99492-1738,Contagem,Novo Eldorado,Dom Alves Barber,,,
undefined,Contagem,Novo Eldorado,BUGA BARBER SHOP,,,
+55 31 98584-0450,Contagem,Novo Eldorado,Pablo Cabelos,,,
+55 27 99972-4038,Vila Velha,Praia da Costa,Barbearia Poseidon Praia da Costa,,,
+55 27 3534-6564,Vila Velha,Praia da Costa,BARBEARIA BBC EXPRESS - PRAIA DA COSTA,,,
+55 27 99957-7499,Vila Velha,Praia da Costa,Fagundes Barbearia Praia da Costa,,,
+55 27 99502-4030,Vila Velha,Praia da Costa,Mancave Barbearia - Praia da Costa,,,
+55 27 99776-4348,Vila Velha,Praia da Costa,Barbearia Martins,,,
+55 27 98838-2214,Vila Velha,Praia da Costa,Ivonerio Silva Barbearia,https://instagram.com/ivonerio_silva?igshid=YmMyMTA2M2Y=,,
+55 27 99778-0137,Vila Velha,Praia da Costa,Barbearia Costa Urbana,https://www.instagram.com/costaurbanavv/,,
+55 27 99616-9773,Vila Velha,Praia da Costa,Barbearia Vila Velha - BVV,,,
+55 27 99992-0803,Vila Velha,Praia da Costa,Diretoria barbearia,,,
+55 27 3239-9389,Vila Velha,Praia da Costa,Barbearia Samuka,https://www.instagram.com/barbeariasamuka/,,
+55 27 99751-2682,Vila Velha,Praia da Costa,KIKO Barbearia,,,
+55 27 99713-9160,Vila Velha,Praia da Costa,Barbearia Barbano,,,
+55 27 99283-3262,Vila Velha,Praia da Costa,Black Barber Studio,,,
+55 27 3534-3080,Vila Velha,Praia da Costa,Aspectus Barbearia,,,
+55 27 99838-1943,Vila Velha,Itapoã,Barbearia Itapoã | Vila Velha,https://www.instagram.com/barbearia_itapoa/,,
+55 27 99959-5824,Vila Velha,Itapoã,Art Cortes Barbearia,https://www.instagram.com/artcortesbarbearia,,
+55 27 98118-6487,Vila Velha,Itapoã,Barbearia do Barba,,,
+55 27 99641-7268,Vila Velha,Itapoã,Kingdom Barbershop VV,https://instagram.com/kingdom.barbershop.vv?igshid=NDA1YzNhOGU=,,
+55 27 99636-7855,Vila Velha,Itapoã,BARBEARIA SOUZA,,,
+55 27 99668-7433,Vila Velha,Itapoã,027 Barbershop | Itapuã Vila Velha,,,
+55 27 99654-0305,Vila Velha,Itapoã,Barbearia Café-Bar itapuã,,,
+55 27 98139-9353,Vila Velha,Itapoã,REIS BARBEARIA,https://www.instagram.com/reisbarbearia.1415,,
